0,1,2,3,4,5,state
0.2766622093467826,0.6458231486456326,0.5050420209121181,0.5050131206138582,0.43225512311517483,0.43388171847301404,1
0.28514056436430224,0.6428920293167749,0.4865546245856698,0.5143298908001936,0.4332175870227783,0.44219406529529476,1
0.2998661409799085,0.6365412721118451,0.4731092472469355,0.516104513692829,0.44284222382025257,0.44790880373561276,1
0.31414546922351727,0.630679034459826,0.4647058861162204,0.50811871067597,0.4505419350810803,0.44894784708839786,1
0.32351629774777024,0.6316560740684958,0.46722689443405263,0.49702731733441896,0.45824164748118823,0.4406355002661171,1
0.3244087480172419,0.6350757126988402,0.479831936023214,0.48637957971602674,0.4659413581723758,0.42764745835630347,1
0.3181615341649092,0.6424035102667123,0.4983193297837902,0.47972474439380497,0.4794158528788243,0.415698460106757,1
0.3128067860735559,0.6526624264091697,0.5184873963264484,0.48194302300959907,0.49866513046125355,0.41465941644648985,1
0.3092369540126537,0.6541279855707505,0.5302521049457316,0.4979146287807366,0.5169519469842797,0.4234912852526452,1
0.3123605531930662,0.6507083461861336,0.5277310979108354,0.5227593495402113,0.5333138334135387,0.4369988485313693,1
0.32173138171731913,0.6438690694282929,0.5117647086192832,0.5400619227434057,0.5429384724895733,0.44998689044118295,1
0.33422579393047686,0.6340986731530265,0.4899159701498338,0.5471604143139469,0.5439009363971767,0.4484283254120053,1
0.3346720268109665,0.6257938364164768,0.47058823892910323,0.5498223486528999,0.5429384724895733,0.43544028350219166,1
0.32530121377822135,0.623351237143378,0.45630252477168254,0.5511533158223764,0.5371636890439525,0.4229717635762526,1
0.3101294042821254,0.6282364356895754,0.4411764740093982,0.5564771845002823,0.5352387612287456,0.41258132974091966,1
0.2958500760385166,0.6292134750468212,0.42268908110411274,0.5657939504853324,0.5342762973211421,0.40894467800617185,1
0.28469433148381257,0.6267708760251466,0.4075630320524098,0.5711178191632384,0.5323513695059352,0.40478850459503146,1
0.2762159764662929,0.6262823564722357,0.39831933046802276,0.5688995405474443,0.5323513695059352,0.39907376615471346,1
0.27041499549444986,0.6311675542641609,0.3974789970704993,0.5626883646245059,0.5333138334135387,0.39543711441996565,1
0.2708612283749396,0.6360527523075101,0.399159670707872,0.554702561607647,0.5371636890439525,0.39699567944914327,1
0.27933958339245923,0.6394723909378546,0.4008403375029189,0.5489350372065822,0.5342762973211421,0.40478850459503146,1
0.28960286218618386,0.6350757126988402,0.40252101114029165,0.5476040700371058,0.5217642665222971,0.40946419968256437,1
0.2962962934274986,0.623351237143378,0.4033613513801409,0.5400619227434057,0.5054023778144778,0.40686659130060165,1
0.2940651600080655,0.617977519547118,0.4033613513801409,0.526308595325482,0.49577773873844316,0.39907376615471346,1
0.2904953124556556,0.6213971579260383,0.40504201817518787,0.5125552679075582,0.4851906368940852,0.3902418976560402,1
0.2891566293056942,0.6316560740684958,0.41260504612220217,0.5090060221222876,0.47845338897122086,0.38192955083375946,1
0.2815707323034001,0.6345871928945054,0.4184874004318438,0.5112243007380818,0.47171614161799663,0.38141002915736694,1
0.2748772933163315,0.6292134750468212,0.4302521056299642,0.5094496778454465,0.4726786055256001,0.38400763753932965,1
0.26595270541832217,0.6297019948511561,0.4420168108280845,0.49968925141079157,0.4803783167864278,0.38192955083375946,1
0.25568942662459754,0.648754266968794,0.4487395002458311,0.49392172720666205,0.48807802861689564,0.39231998436161036,1
0.2458723807113626,0.6516853862976517,0.45210084409941365,0.5045694648906993,0.49577773873844316,0.39699567944914327,1
0.24810352962230342,0.648754266968794,0.45546218880828687,0.5121116121843995,0.490965420339706,0.39076141933243275,1
0.2503346785332442,0.6458231486456326,0.45714286073507815,0.5129989236307171,0.4871155647092921,0.3845271592157222,1
0.25078090366798006,0.6458231486456326,0.45798319755376454,0.5125552679075582,0.48134078069403125,0.38089050748097436,1
0.2512271365484698,0.648754266968794,0.46050420544395143,0.5129989236307171,0.4755659972484105,0.38037098580458184,1
