Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,state
-1.3384045998563043,-0.6205686601065952,-0.6873087273161681,-12.380201180581516,-1.5853994521880268,-1.1909076049984773,-0.7861677582906086,-0.3910708053820464,-0.9343052501837618,40.0
-1.3383445222938282,-0.6244148162219729,-0.6890841842355707,-12.122035901100991,-1.579851389338975,-1.190672822413124,-0.7870777470897986,-0.3987589797431592,-0.9343052501837618,40.0
-1.3383300204073012,-0.6282609723373508,-0.6917396517194804,-11.863870621620473,-1.5743033264899222,-1.1908086433505316,-0.7879877358889886,-0.3706826044669658,-0.9343052501837618,40.0
-1.3383278489652115,-0.6321071284527285,-0.6873056086503097,-11.60570534213996,-1.5687552636408697,-1.1907604483460348,-0.7888977246881788,-0.3757391798827393,-0.9343052501837618,40.0
-1.3382939774542792,-0.6359532845681064,-0.6925777951796633,-11.34754006265944,-1.5632072007918167,-1.190689687806496,-0.7898077134873688,-0.3936298543371137,-0.9343052501837618,40.0
-1.33822530194191,-0.6397994406834842,-0.6864865218247391,-11.089374783178917,-1.5576591379427642,-1.1905727061793383,-0.7907177022865588,-0.397847642662739,-0.9343052501837618,40.0
-1.3381618130973465,-0.6396369270263148,-0.69151458478719,-10.81843569415272,-1.5632072007918167,-1.1905975852381407,-0.7907177022865588,-0.3827816456593772,-0.9343052501837618,40.0
-1.3381829364180808,-0.6394744133691455,-0.6861968331540941,-10.547496605126506,-1.5687552636408697,-1.1907030292997614,-0.7907177022865588,-0.3920489809699465,-0.9343052501837618,40.0
-1.3381720878534658,-0.6393118997119761,-0.6883086984894589,-10.276557516100306,-1.5743033264899222,-1.1906386684779393,-0.7907177022865588,-0.3725940893684488,-0.9343052501837618,40.0
-1.3381221453778749,-0.6391493860548068,-0.6885607205021498,-10.0056184270741,-1.579851389338975,-1.1907254121352455,-0.7907177022865588,-0.4147099690645867,-0.9343052501837618,40.0
-1.3381106458916774,-0.6389868723976374,-0.6929362886470675,-9.734679338047895,-1.5853994521880268,-1.1907258188486962,-0.7907177022865588,-0.4081180880540334,-0.9343052501837618,40.0
