Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,state
-1.1120616551714224,-0.5509317242850047,-0.6088445707417247,0.6683648690001776,0.4515216007084427,-0.9933049836945668,-1.815989026986757,-0.5952107870225791,-0.7730385105342267,40.0
-1.1121534389684198,-0.5509317242850047,-0.6121978992667285,0.6647064398779756,0.4569944429831917,-0.9925419421564192,-1.8148944804631608,-0.5767841743961428,-0.7730385105342267,40.0
-1.1121084401866772,-0.5509317242850047,-0.6131354354456433,0.6610480107557629,0.4624672852579407,-0.9926298998125628,-1.8137999339395647,-0.5815979754637275,-0.7730385105342267,40.0
-1.1120382608149086,-0.5509317242850047,-0.6180901239046257,0.6573895816335504,0.4679401275326882,-0.9926650057043028,-1.8127053874159689,-0.562690721026734,-0.7730385105342267,40.0
-1.1121215579994177,-0.5509317242850047,-0.6160000477318697,0.6537311525113485,0.4734129698074371,-0.9932131936388592,-1.8116108408923728,-0.5992630178932711,-0.7730385105342267,40.0
-1.112152443851366,-0.5509317242850047,-0.6225718105584307,0.6500727233891466,0.4788858120821861,-0.9925958201304516,-1.8105162943687827,-0.5861835592841556,-0.7730385105342267,40.0
-1.11205864887449,-0.5522173799447097,-0.6136728143210121,0.6519019079813043,0.4788858120821861,-0.9928008348264216,-1.8127053874159689,-0.5827129373964225,-0.7730385105342267,40.0
-1.112131811703316,-0.5535030356044146,-0.615187679058698,0.6537310925734621,0.4788858120821861,-0.9929751683398536,-1.8148944804631608,-0.5626883070967198,-0.7730385105342267,40.0
-1.1120997030451585,-0.5547886912641196,-0.6172955595446699,0.6555602771656198,0.4788858120821861,-0.9928862824419225,-1.8170835735103528,-0.5988873351503403,-0.7730385105342267,40.0
-1.1120836015961006,-0.5560743469238245,-0.6168817342539193,0.6573894617577989,0.4788858120821861,-0.99238903842723,-1.8192726665575447,-0.59484351541248,-0.7730385105342267,40.0
