Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,state
-1.2332352569212712,-0.5825254360334153,-0.6644206606642112,-3.496512956986654,-1.2070818056331296,-1.1068643834672622,1.3705923790178784,-0.3866686762695276,-0.8603892687833112,40.0
-1.233218632270657,-0.5863085589385639,-0.6586857579185925,-3.3731191885396288,-1.204307552552914,-1.1066621302327269,1.366558919391418,-0.4632775370917969,-0.8603892687833112,40.0
-1.233056079657126,-0.5900916818437125,-0.6616693863457219,-3.249725420092604,-1.2015332994726982,-1.1070129976831882,1.362525459764969,-0.4381168483516025,-0.8603892687833112,40.0
-1.2330943343920029,-0.5938748047488612,-0.6635270416464566,-3.1263316516455784,-1.1987590463924824,-1.106813977910419,1.3584920001385086,-0.4751143526896808,-0.8603892687833112,40.0
-1.2329984555417417,-0.5976579276540098,-0.6583582330757082,-3.0029378831985585,-1.1959847933122667,-1.1066457805182683,1.3544585405120475,-0.4318715467673537,-0.8603892687833112,40.0
-1.233007482973367,-0.6014410505591585,-0.6571868879085379,-2.8795441147515333,-1.19321054023205,-1.106767699786073,1.350425080885587,-0.4574423082497869,-0.8603892687833112,40.0
-1.2329938568389949,-0.6018193628615809,-0.6584210673241492,-2.76546305130348,-1.19321054023205,-1.106792032748717,1.3544585405120475,-0.3995222111057595,-0.8603892687833112,40.0
-1.2329260295107434,-0.6021976751640031,-0.6586432311927938,-2.651381987855421,-1.19321054023205,-1.106535248162811,1.3584920001385086,-0.4576323994591335,-0.8603892687833112,40.0
-1.2329510857350567,-0.6025759874664256,-0.6574386553551356,-2.5373009244073668,-1.19321054023205,-1.1063443327367144,1.362525459764969,-0.471034507186302,-0.8603892687833112,40.0
-1.2329412320181927,-0.6029542997688478,-0.658776277101659,-2.4232198609593136,-1.19321054023205,-1.1063030752404643,1.366558919391418,-0.4605209561009067,-0.8603892687833112,40.0
-1.2329665185752734,-0.6033326120712702,-0.6558279263322659,-2.30913879751126,-1.19321054023205,-1.106013869157013,1.3705923790178784,-0.436784530226875,-0.8603892687833112,40.0
-1.233017326553706,-0.6030894112799112,-0.6593213822393608,-2.2283507978552457,-1.1876620340716193,-1.1061508318163813,1.368575649204648,-0.4821285498319026,-0.8603892687833112,40.0
-1.2330345280909658,-0.6028462104885522,-0.6649514924001868,-2.1475627981992367,-1.182113527911187,-1.1062149872983984,1.366558919391418,-0.4462684199634305,-0.8603892687833112,40.0
-1.2330548783135669,-0.6026030096971933,-0.6619910749207454,-2.0667747985432223,-1.1765650217507555,-1.1061754522624083,1.3645421895781875,-0.4545265088477654,-0.8603892687833112,40.0
-1.2330684874372868,-0.6023598089058344,-0.6537425866862524,-1.985986798887213,-1.171016515590324,-1.1059932001950703,1.362525459764969,-0.4657723319352334,-0.8603892687833112,40.0
-1.2331159414806985,-0.6021166081144754,-0.6594339023209002,-1.9051987992312045,-1.1654680094298926,-1.1061626400040427,1.3605087299517389,-0.4871288904699911,-0.8603892687833112,40.0
-1.2331307055970688,-0.6018734073231164,-0.6596844859365892,-1.8244107995751897,-1.159919503269461,-1.1060061461176454,1.3584920001385086,-0.4852414862190607,-0.8603892687833112,40.0
-1.233139682609066,-0.6016302065317576,-0.6584070085753896,-1.743622799919181,-1.1543709971090297,-1.1060442749726906,1.3564752703252785,-0.4806797451454025,-0.8603892687833112,40.0
-1.2331972059501202,-0.6013870057403986,-0.6588915500011798,-1.662834800263172,-1.148822490948598,-1.1059340991601003,1.3544585405120475,-0.4493514163484541,-0.8603892687833112,40.0
-1.2332647526261442,-0.6011438049490396,-0.6566978806761885,-1.5820468006071573,-1.1432739847881666,-1.1057467951111928,1.3524418106988176,-0.4778232119795768,-0.8603892687833112,40.0
-1.2332329607947852,-0.6009006041576807,-0.6621311305914822,-1.5012588009511485,-1.1377254786277358,-1.1062750691439645,1.350425080885587,-0.4784508841178301,-0.8603892687833112,40.0
-1.2331724260737489,-0.6006303811355539,-0.6581553092220351,-1.4509700291754506,-1.1349512255475191,-1.105732948529076,1.350425080885587,-0.4921477788797153,-0.8603892687833112,40.0
-1.2331030172081414,-0.6003601581134271,-0.6590442531624428,-1.400681257399758,-1.1321769724673034,-1.1058767464903945,1.350425080885587,-0.4698985119898132,-0.8603892687833112,40.0
-1.2330265280232482,-0.6000899350913003,-0.6597685600200247,-1.35039248562406,-1.1294027193870877,-1.1057247554766656,1.350425080885587,-0.4999898290981652,-0.8603892687833112,40.0
-1.2329140100904463,-0.5998197120691735,-0.6549757314698345,-1.3001037138483624,-1.126628466306872,-1.1059512248435148,1.350425080885587,-0.4672541726357271,-0.8603892687833112,40.0
-1.2328517523123157,-0.5995494890470469,-0.6572061032769079,-1.2498149420726643,-1.1238542132266562,-1.105821160547634,1.350425080885587,-0.5378137379731425,-0.8603892687833112,40.0
-1.2329191807246498,-0.5996846005581102,-0.6605333388044078,-1.2090717051269322,-1.1196928336063323,-1.1057343521260932,1.350425080885587,-0.4703736032672482,-0.8603892687833112,40.0
-1.2329505667537983,-0.5998197120691735,-0.6586517721977542,-1.1683284681811943,-1.115531453986009,-1.1060442142238012,1.350425080885587,-0.4910295272864602,-0.8603892687833112,40.0
-1.23299372434266,-0.599954823580237,-0.6651771310274325,-1.1275852312354675,-1.1113700743656854,-1.1058320952033145,1.350425080885587,-0.4981449563540301,-0.8603892687833112,40.0
-1.2330183472446854,-0.6000899350913003,-0.6556584578844261,-1.08684199428973,-1.1072086947453617,-1.105601417158906,1.350425080885587,-0.4994492163087165,-0.8603892687833112,40.0
-1.233022618529429,-0.6002250466023638,-0.6606387924322286,-1.0460987573439924,-1.1030473151250382,-1.1056804078756046,1.350425080885587,-0.4735065665409798,-0.8603892687833112,40.0
-1.233129314691826,-0.6003601581134271,-0.6577838564949674,-1.00535552039826,-1.0988859355047145,-1.1055136865184698,1.350425080885587,-0.510842668495161,-0.8603892687833112,40.0
-1.2331384408931891,-0.6004952696244905,-0.6598292346155449,-0.9646122834525278,-1.0947245558843908,-1.1056248162009117,1.350425080885587,-0.4932679989661876,-0.8603892687833112,40.0
-1.2331582139110469,-0.6006303811355539,-0.6573008389760657,-0.92386904650679,-1.0905631762640673,-1.105364959446694,1.350425080885587,-0.4979844574017172,-0.8603892687833112,40.0
-1.2331991639399793,-0.6007654926466173,-0.6625376669204979,-0.8831258095610633,-1.0864017966437436,-1.1050385342976785,1.350425080885587,-0.4724821452974384,-0.8603892687833112,40.0
-1.233249958380851,-0.6009006041576807,-0.6594608216516765,-0.8423825726153257,-1.08224041702342,-1.1054659377654064,1.350425080885587,-0.5171827712334046,-0.8603892687833112,40.0
-1.2331684177265725,-0.5981983734601138,-0.6602032963914075,-0.8074598068089963,-1.0794661639432042,-1.1050530387125277,1.348408351072357,-0.4698754096372346,-0.8603892687833112,40.0
-1.2331708903048093,-0.595496142762547,-0.6618751856098493,-0.7725370410026671,-1.0766919108629884,-1.1052690904258895,1.3463916212591385,-0.5377970231276463,-0.8603892687833112,40.0
-1.2330920784596873,-0.5927939120649803,-0.6610329678830993,-0.7376142751963378,-1.0739176577827727,-1.105339399933301,1.3443748914459082,-0.4836975190969902,-0.8603892687833112,40.0
-1.2330424476797412,-0.5900916813674135,-0.6601864500270737,-0.7026915093900086,-1.071143404702557,-1.1057382343632751,1.3423581616326778,-0.4845411567094138,-0.8603892687833112,40.0
-1.2329932365489322,-0.5873894506698468,-0.658998395150114,-0.6677687435836847,-1.068369151622342,-1.1057878821871316,1.3403414318194475,-0.5092893812852154,-0.8603892687833112,40.0
-1.2329538822839925,-0.5875515845307527,-0.6546859593532696,-0.6407617953355047,-1.0544978862212624,-1.105706659827688,1.3423581616326778,-0.501261525406718,-0.8603892687833112,40.0
-1.232993579246126,-0.5877137183916588,-0.6644625474899232,-0.6137548470873248,-1.0406266208201838,-1.105701514669548,1.3443748914459082,-0.4822718059787278,-0.8603892687833112,40.0
-1.233031933387584,-0.5878758522525647,-0.6563853730026947,-0.5867478988391501,-1.026755355419104,-1.1054920276127058,1.3463916212591385,-0.4565872866058458,-0.8603892687833112,40.0
-1.2330431844856704,-0.5880379861134707,-0.6648387854193798,-0.5597409505909756,-1.012884090018026,-1.1055815868482128,1.348408351072357,-0.4584389396515199,-0.8603892687833112,40.0
-1.233087351481807,-0.5882001199743766,-0.660486349242568,-0.5327340023427901,-0.9990128246169474,-1.1053674444223358,1.350425080885587,-0.4670551674940008,-0.8603892687833112,40.0
-1.2329845885389064,-0.5878218076719542,-0.6554587506196653,-0.5122459842119533,-0.9990128246169474,-1.105108743272314,1.348408351072357,-0.4360454705835071,-0.8603892687833112,40.0
-1.2329900084799126,-0.5874434953695319,-0.6542137666012127,-0.4917579660811165,-0.9990128246169474,-1.1052806005822722,1.3463916212591385,-0.4660590875676926,-0.8603892687833112,40.0
-1.2330178809324353,-0.5870651830671096,-0.6597366091638349,-0.4712699479502795,-0.9990128246169474,-1.104905427832632,1.3443748914459082,-0.4914699973920011,-0.8603892687833112,40.0
-1.2329861645395648,-0.5866868707646872,-0.6558951719603526,-0.4507819298194427,-0.9990128246169474,-1.1046723319044611,1.3423581616326778,-0.4784706977460052,-0.8603892687833112,40.0
-1.2329559369168073,-0.5863085584622649,-0.6595491138657786,-0.4302939116886058,-0.9990128246169474,-1.1048405561562202,1.3403414318194475,-0.4591084023438123,-0.8603892687833112,40.0
-1.2330344504776858,-0.5871732723474051,-0.6588660373217294,-0.4149278752041848,-1.007335583857594,-1.1047737745217392,1.3403414318194475,-0.4677439709400073,-0.8603892687833112,40.0
-1.2330394960887658,-0.5880379862325453,-0.6572087014753816,-0.3995618387197746,-1.0156583430982409,-1.1046776271410157,1.3403414318194475,-0.4844474934511472,-0.8603892687833112,40.0
-1.2330356430897242,-0.5889027001176856,-0.6552243498231877,-0.3841958022353481,-1.0239811023388885,-1.1046405628138802,1.3403414318194475,-0.4407568709766902,-0.8603892687833112,40.0
-1.2330112585953183,-0.5897674140028258,-0.6599508970273759,-0.3688297657509325,-1.0323038615795357,-1.104828610353784,1.3403414318194475,-0.4160080633418291,-0.8603892687833112,40.0
-1.2330675498179904,-0.5906321278879662,-0.6597806656035359,-0.3534637292665222,-1.0406266208201838,-1.1048827141028723,1.3403414318194475,-0.4568719103120096,-0.8603892687833112,40.0
-1.2330260478715982,-0.5919021763062965,-0.6621792629199026,-0.341589987671764,-1.0364652411998592,-1.1047371954426253,1.3393330669128265,-0.4651520440978397,-0.8603892687833112,40.0
-1.2330438906198005,-0.5931722247246269,-0.6594501936196815,-0.3297162460770111,-1.0323038615795357,-1.105088387265703,1.3383247020062172,-0.4527712555924242,-0.8603892687833112,40.0
