Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,state
-1.3263198308218425,-0.6422408665646739,-0.6824697921668287,0.1175100649550528,-1.144678254069874,-1.172265578345134,-1.3051617586780333,-0.3489368799340214,-0.8764428074828802,40.0
-1.3263410565943252,-0.6450298093535551,-0.6797381072286865,0.1151973781151938,-1.137552770761125,-1.172168484190124,-1.3042903639652934,-0.3071001066663286,-0.8764428074828802,40.0
-1.3263481376720254,-0.6478187521424363,-0.6821765342428171,0.1128846912753438,-1.130427287452376,-1.172281915765627,-1.3034189692525535,-0.3269056411759395,-0.8764428074828802,40.0
-1.3263638570402962,-0.6506076949313175,-0.6813386053891567,0.1105720044354714,-1.123301804143627,-1.1724096478967547,-1.3025475745398136,-0.312573732425453,-0.8764428074828802,40.0
-1.326335971006356,-0.6533966377201987,-0.6834691359978611,0.1082593175956079,-1.1161763208348778,-1.1721482073011074,-1.3016761798270735,-0.3212433182927811,-0.8764428074828802,40.0
-1.3263360844639338,-0.6561855805090798,-0.6827148887942159,0.1059466307557579,-1.10905083752613,-1.1722412762737364,-1.3008047851143338,-0.2567566723131693,-0.8764428074828802,40.0
-1.3263313516341138,-0.6572842549325993,-0.6772782337930711,0.1132701853921261,-1.10905083752613,-1.1724962723251953,-1.3008047851143338,-0.2868250939218546,-0.8764428074828802,40.0
-1.3263945223159814,-0.6583829293561191,-0.6811459715474364,0.1205937400284942,-1.10905083752613,-1.1723610222576155,-1.3008047851143338,-0.2983884071234437,-0.8764428074828802,40.0
-1.3263847359646597,-0.6594816037796386,-0.6820580047354668,0.1279172946648624,-1.10905083752613,-1.172201547255491,-1.3008047851143338,-0.2985030705850746,-0.8764428074828802,40.0
-1.326370134798641,-0.6605802782031582,-0.685237268371791,0.1352408493012351,-1.10905083752613,-1.1722411396176504,-1.3008047851143338,-0.318453923598662,-0.8764428074828802,40.0
-1.3264403894394448,-0.6616789526266779,-0.6788625889138657,0.1425644039376032,-1.10905083752613,-1.1723820318482217,-1.3008047851143338,-0.3200705375822527,-0.8764428074828802,40.0
-1.326421341173877,-0.662017006327681,-0.6795678957208152,0.1442989253825174,-1.1072694666989416,-1.1721975446023751,-1.3003690877579663,-0.3354201866941417,-0.8764428074828802,40.0
-1.3264640191611892,-0.6623550600286842,-0.6842588395466969,0.1460334468274317,-1.1054880958717543,-1.1721460052135302,-1.2999333904015935,-0.3077297441479859,-0.8764428074828802,40.0
-1.326398276806847,-0.6626931137296873,-0.6820622862512954,0.1477679682723459,-1.1037067250445671,-1.172215578381999,-1.2994976930452264,-0.3791433617333905,-0.8764428074828802,40.0
-1.3264162107081294,-0.6630311674306906,-0.6826250975693322,0.1495024897172601,-1.1019253542173797,-1.1720364130409555,-1.2990619956888592,-0.3971147353822553,-0.8764428074828802,40.0
-1.3263547798598423,-0.6633692211316937,-0.6809490262593536,0.1512370111621743,-1.1001439833901925,-1.1721403176398133,-1.2986262983324866,-0.3510193620576399,-0.8764428074828802,40.0
-1.3263539189135192,-0.6637072748326969,-0.6820546717968163,0.1529715326070885,-1.0983626125630053,-1.1720663064007113,-1.2981906009761193,-0.3719341699888083,-0.8764428074828802,40.0
-1.3263377494479816,-0.6640453285336999,-0.6843379391318624,0.1547060540520027,-1.0965812417358178,-1.1720651826728303,-1.2977549036197464,-0.3650910393232073,-0.8764428074828802,40.0
-1.3263203928852056,-0.6643833822347033,-0.6785531262039526,0.1564405754969169,-1.0947998709086306,-1.17196129376678,-1.2973192062633845,-0.3731338375759204,-0.8764428074828802,40.0
-1.3263373222240402,-0.6647214359357064,-0.6836154543205738,0.1581750969418312,-1.0930185000814434,-1.172049629349576,-1.2968835089070063,-0.4081757407163813,-0.8764428074828802,40.0
-1.326321551163589,-0.6650594896367095,-0.6853927838756448,0.1599096183867454,-1.0912371292542562,-1.1721406002198442,-1.2964478115506444,-0.3552731947813602,-0.8764428074828802,40.0
-1.3263138090978648,-0.6655665701183872,-0.680903964929072,0.1537424198003467,-1.0947998709086306,-1.171953581384782,-1.2947050221251593,-0.3676338035005828,-0.8764428074828802,40.0
-1.3263435653704725,-0.6660736506000648,-0.6862661161128514,0.147575221213948,-1.0983626125630053,-1.1722021574084842,-1.2929622326996797,-0.3749559382240599,-0.8764428074828802,40.0
-1.3263378822454623,-0.6665807310817424,-0.6816839409642611,0.1414080226275493,-1.1019253542173797,-1.1718252916643763,-1.2912194432742046,-0.3944090262240549,-0.8764428074828802,40.0
-1.326326964359646,-0.6670878115634201,-0.6781071187147564,0.1352408240411506,-1.1054880958717543,-1.1719777796690165,-1.2894766538487248,-0.3947913302252679,-0.8764428074828802,40.0
-1.32632623380128,-0.6675948920450976,-0.6836604570701404,0.1290736254547519,-1.10905083752613,-1.1718605621395797,-1.2877338644232452,-0.3669521531019607,-0.8764428074828802,40.0
